class,u,g,r,i,z,redshift
GALAXY,19.57189,17.46902,16.38713,15.93416,15.58698,0.122065
GALAXY,19.21813,17.86672,17.08195,16.65679,16.38265,0.1218275
GALAXY,19.40006,17.39215,16.49324,16.06934,15.75228,0.06587137
GALAXY,18.05873,16.62534,15.93321,15.52947,15.25512,0.05103173
GALAXY,19.23807,18.14504,17.63919,17.29317,17.1258,0.11535
GALAXY,19.2222,17.69105,17.00965,16.58371,16.31236,0.1078745
GALAXY,18.44902,16.42925,15.44031,14.94453,14.58471,0.08006289
GALAXY,19.47313,18.11729,17.60119,17.27324,17.10882,0.08026232
GALAXY,19.24465,18.19994,17.85101,17.56373,17.48061,0.08014129
GALAXY,18.90791,16.96309,16.05193,15.61976,15.27147,0.05083571
GALAXY,17.60548,16.46694,15.92924,15.59998,15.38998,0.05120463
GALAXY,18.72284,16.93864,16.01935,15.57325,15.2256,0.09736669
GALAXY,19.54963,17.58287,16.45092,15.95997,15.5414,0.1328742
GALAXY,17.68877,15.87753,14.97462,14.50853,14.19058,0.06582478
GALAXY,18.26329,16.8078,16.12281,15.7339,15.46403,0.0650432
GALAXY,18.9158,17.42592,16.71157,16.30406,16.02871,0.05986328
STAR,18.68836,17.64929,17.48852,17.47167,17.47244,0.000622244
GALAXY,18.18992,16.73129,16.06364,15.68037,15.4111,0.06515635
STAR,19.05394,18.03779,17.64207,17.42107,17.37339,0.000371134
STAR,19.54105,17.80772,17.18664,16.92111,16.79448,-0.000123644
STAR,19.41679,18.34421,18.0573,17.83603,17.72088,-0.000186512
STAR,18.82265,17.26399,16.68609,16.51951,16.39104,6.33E-05
STAR,16.77502,15.28229,14.66357,14.42917,14.30166,-8.91E-05
GALAXY,19.52014,17.81717,16.84697,16.42664,16.0725,0.1148717
STAR,15.56055,14.50712,14.2565,14.18052,14.19483,2.36E-06
STAR,18.74983,17.79043,17.48982,17.38577,17.36687,0.000382161
STAR,18.87166,17.30847,16.59442,16.28795,16.14777,0.00020161
STAR,18.18226,17.25549,16.94373,16.83162,16.81271,0.000265116
GALAXY,19.32742,18.00002,17.30012,16.93287,16.66632,0.09730962
STAR,19.36069,17.84659,17.16759,16.87554,16.71616,0.000216464
GALAXY,18.9094,17.07146,16.17699,15.73976,15.40408,0.05795819
GALAXY,19.28744,17.81479,17.46476,17.14365,17.07249,0.05694966
STAR,18.79229,17.73917,17.36663,17.24654,17.37874,-1.50E-05
QSO,19.5758,19.25858,18.88959,18.82517,18.76248,1.12844
GALAXY,19.13069,17.22554,16.2269,15.7779,15.40719,0.09801672
GALAXY,19.39792,18.71139,18.25675,17.92407,17.93282,0.201891
STAR,19.17395,17.98863,17.8151,17.78099,17.81159,-4.21E-05
GALAXY,18.71708,17.47001,16.90953,16.58028,16.36956,0.08619616
GALAXY,18.98151,17.84912,17.34449,17.02929,16.80953,0.05903854
GALAXY,19.2458,17.14514,16.09965,15.62631,15.23915,0.09441527
GALAXY,18.34948,16.87376,16.10061,15.66937,15.37549,0.08565119
STAR,19.06858,17.84411,17.7943,17.82878,17.90566,9.61E-05
STAR,18.75259,17.82664,17.50227,17.37542,17.35015,-5.10E-05
STAR,18.85049,17.67038,17.02587,16.81369,16.82788,6.18E-05
QSO,19.12638,19.06877,18.75307,18.67494,18.6699,1.292629
GALAXY,18.68468,17.59153,16.96103,16.52149,16.31646,0.1213697
QSO,18.78767,18.66628,18.35884,18.21243,18.22741,1.314851
STAR,19.37151,18.99089,19.16241,18.92463,18.3476,-0.000130095
GALAXY,17.82562,16.96059,16.66876,16.50605,16.45243,0.01063656
GALAXY,18.7888,17.62072,17.01257,16.65379,16.38701,0.06135277
GALAXY,15.60295,13.68795,12.72205,12.20566,11.79123,0.01115533
STAR,19.18013,18.99451,19.28047,19.59329,19.81051,-6.17E-05
STAR,19.09587,17.99272,17.73031,17.58962,17.64941,0.000105619
STAR,18.33371,17.41779,17.08612,16.95905,16.9251,-0.000304069
GALAXY,17.32474,16.20379,15.71661,15.49639,15.29365,0.01085015
QSO,18.50564,18.26963,18.48431,18.38698,18.5028,0.5544389
GALAXY,18.81728,17.76084,17.45501,17.27589,17.12484,0.03445201
GALAXY,18.84527,17.58551,16.84265,16.44003,16.11525,0.09633078
STAR,17.95029,18.07597,18.51635,18.83438,19.22906,-0.000123214
GALAXY,18.78041,16.86316,15.93104,15.48114,15.12461,0.07107595
GALAXY,18.21814,16.88119,16.23119,15.83413,15.60534,0.07144845
STAR,16.6322,15.67641,15.31309,15.16141,15.1031,0.000327325
GALAXY,18.75007,17.57013,17.10914,16.81109,16.61305,0.05115099
GALAXY,18.54337,17.47569,17.08098,16.85045,16.7139,0.02649219
STAR,18.91159,17.9641,17.58296,17.45298,17.39653,-0.000420598
GALAXY,18.43591,17.21457,16.70929,16.43845,16.24867,0.03814447
STAR,18.48933,17.57838,17.21103,17.07138,17.00872,0.000362025
STAR,18.70582,16.47828,15.50927,15.18201,14.99414,-3.66E-05
GALAXY,19.39282,18.06977,17.46577,17.08246,16.8843,0.0815919
STAR,18.73954,17.87201,17.56271,17.46643,17.45869,3.07E-05
STAR,18.9927,17.89737,17.47171,17.28191,17.16216,0.000643005
STAR,16.09551,15.16942,14.88656,14.79176,14.7714,0.000190985
STAR,17.386,15.97831,15.44715,15.27844,15.20199,9.91E-05
STAR,19.09134,18.06646,17.63033,17.43766,17.35608,-0.000222912
STAR,17.28064,16.30435,15.95919,15.84327,15.80179,-0.000249421
STAR,17.50856,16.27795,15.831,15.68936,15.62608,-4.27E-05
GALAXY,18.86207,17.96172,17.67263,17.3797,17.36577,0.08105011
STAR,19.54272,18.30493,17.6687,17.41577,17.28939,0.000350436
STAR,19.33039,17.80178,17.22357,17.03197,16.93635,-4.04E-05
STAR,17.26641,16.2491,16.13899,16.13363,16.17233,0.00047285
GALAXY,19.40578,17.61941,16.70273,16.21548,15.85477,0.07857446
STAR,19.59882,18.33848,18.39056,18.43,18.45531,0.000172022
STAR,18.53723,16.29312,15.1803,14.71761,14.44433,-0.000460882
STAR,19.0795,18.13334,17.86532,17.72588,17.70976,-0.000263583
STAR,17.48614,16.42704,15.96724,15.78323,15.69105,0.000241979
STAR,19.27687,17.90059,17.38123,17.16776,17.05637,0.00013384
GALAXY,18.6027,17.35013,16.74753,16.35726,16.17386,0.08177474
STAR,19.29717,17.90341,17.34947,17.13683,17.02161,0.000590115
STAR,17.22461,15.30645,14.61462,14.39157,14.28942,3.24E-05
STAR,18.16932,16.70444,16.15004,15.93353,15.81212,-3.45E-05
GALAXY,19.43246,17.66337,16.77618,16.36783,16.03603,0.08130511
GALAXY,18.97089,17.63996,16.88006,16.44113,16.17152,0.1606576
STAR,17.89404,16.79722,16.78149,16.82928,16.89455,0.000405808
STAR,18.15991,16.14223,15.36945,15.10187,14.97994,7.04E-05
STAR,18.56046,17.39346,16.8945,16.69092,16.59333,0.000179743
STAR,17.57371,16.37835,16.35905,16.37663,16.4079,0.000292211
GALAXY,18.5594,17.23065,16.63422,16.29456,16.1137,0.06427245
STAR,19.579,18.59049,18.18671,18.04649,17.9986,0.000291239
STAR,19.04823,18.12282,17.78019,17.61977,17.58732,0.00017613
STAR,19.27686,18.41998,18.19324,18.09555,18.09475,-0.000350669
GALAXY,19.01245,17.64058,16.9004,16.46061,16.18505,0.07710611
GALAXY,16.93154,15.68594,15.28048,15.03224,14.96881,0.03149121
GALAXY,18.72567,16.85359,16.02521,15.63215,15.34019,0.04842868
STAR,19.44387,17.38148,16.542,16.17869,15.96857,0.000128075
STAR,19.51976,18.10477,17.50573,17.25303,17.14913,0.000151949
GALAXY,18.5531,17.289,16.9834,16.75325,16.65735,0.03205812
GALAXY,18.61201,17.64051,17.30857,17.04627,16.9207,0.07334469
GALAXY,19.20531,17.2076,16.27129,15.84751,15.51507,0.08170173
GALAXY,18.43578,16.98697,16.3412,15.99076,15.78604,0.07351658
GALAXY,18.77409,16.84406,15.88167,15.43561,15.047,0.07799927
GALAXY,18.71943,16.90349,16.02682,15.64771,15.30673,0.08176243
QSO,19.02063,18.9064,18.68864,18.60777,18.4614,2.070646
STAR,18.31169,17.1048,16.62077,16.45301,16.3791,0.000173013
STAR,19.48525,17.85246,17.15586,16.8373,16.66663,-2.93E-05
STAR,18.43347,17.36638,16.91899,16.71432,16.61366,-0.000105898
STAR,18.65068,17.38583,16.8645,16.65764,16.56639,7.39E-05
GALAXY,19.11696,17.5523,16.71929,16.29598,15.98843,0.08203792
STAR,18.66356,17.35744,16.83924,16.64428,16.54338,0.00020122
STAR,18.18895,16.45581,15.76732,15.51036,15.40642,-8.70E-05
STAR,17.60435,16.40675,16.00027,15.8583,15.82897,-0.000188371
GALAXY,16.78922,15.47949,14.94273,14.6663,14.49417,0.02175559
GALAXY,19.29103,17.51435,16.57959,16.10045,15.74404,0.08026797
GALAXY,18.47885,16.43985,15.48277,15.03985,14.69474,0.08050773
GALAXY,19.29766,17.97099,17.29347,16.86928,16.59289,0.08250542
STAR,18.92907,17.99992,17.77008,17.70101,17.68004,-0.000113119
STAR,17.5957,16.52517,16.08833,15.90727,15.8203,-0.000122196
STAR,16.33887,15.39533,15.10719,14.99637,14.97913,0.000463657
GALAXY,19.13686,17.68673,16.92175,16.51528,16.22132,0.08375306
GALAXY,19.26246,17.79445,17.07429,16.66467,16.34959,0.08261096
GALAXY,18.83206,17.78311,17.39792,17.1964,17.026,0.0208782
GALAXY,19.3272,17.31053,16.33996,15.90287,15.54023,0.08400331
GALAXY,18.04593,16.52604,15.7835,15.34532,15.02806,0.08266269
GALAXY,18.82014,17.96516,17.74082,17.5012,17.45652,0.08187429
STAR,19.4939,18.02151,17.43683,17.23626,17.13414,0.000166151
GALAXY,19.35854,18.72105,18.61724,18.25964,18.35572,0.0828532
STAR,17.59731,16.11681,15.58957,15.41407,15.34567,-2.58E-05
STAR,17.79053,16.40031,15.89141,15.72414,15.63591,-8.73E-07
STAR,17.67806,16.27507,15.77082,15.60411,15.5219,2.64E-06
STAR,17.81283,16.85153,16.50748,16.37648,16.32963,0.000531987
STAR,16.84968,15.5361,15.01588,14.82503,14.74539,0.000212796
GALAXY,19.59569,17.78645,16.82101,16.40717,16.04906,0.1198591
STAR,16.92183,15.40418,14.88374,14.71469,14.68145,-8.64E-05
STAR,18.22351,16.9484,16.44651,16.26212,16.17856,-7.56E-06
STAR,17.69482,15.73903,14.93526,14.63133,14.49712,0.000276887
STAR,19.23386,18.25051,17.99043,17.86484,17.8462,0.000554305
STAR,16.72082,15.84823,15.63637,15.55169,15.56149,0.000993559
STAR,18.62246,17.67892,17.30686,17.16851,17.13837,1.83E-05
GALAXY,19.12252,17.87645,17.21182,16.81174,16.57833,0.08277161
STAR,18.65498,17.11501,16.5611,16.39484,16.30999,0.000108458
QSO,18.31667,17.93149,17.86373,17.95186,17.81531,0.7212632
STAR,19.40582,17.50091,16.77505,16.54089,16.4185,-4.22E-05
STAR,16.12853,15.11222,14.72286,14.59976,14.55642,0.000110552
STAR,19.30394,17.89996,17.40038,17.21918,17.15916,2.66E-05
STAR,18.88082,17.9849,17.76998,17.69136,17.68761,-0.000525546
STAR,17.99377,16.54269,15.99005,15.77935,15.72349,0.000154285
STAR,17.76142,16.80072,16.51128,16.40626,16.40061,0.000213469
STAR,17.71065,16.77731,16.54989,16.45484,16.46707,0.000150032
STAR,19.1494,17.70782,17.18967,16.99052,16.89791,0.000135894
QSO,18.20397,18.00178,17.9626,17.80223,17.74007,1.968642
STAR,18.21686,16.69029,16.13216,15.92351,15.84802,-0.000126956
STAR,18.81902,17.40753,16.9054,16.73687,16.68467,0.000118243
STAR,18.76221,17.49515,16.99341,16.76501,16.67871,0.000226596
GALAXY,18.28803,17.34378,17.04449,16.85651,16.80834,0.004573757
STAR,19.51456,18.34777,18.41455,18.51701,18.63009,0.000214128
GALAXY,19.21749,17.45428,16.58635,16.15762,15.85833,0.07795219
STAR,18.90734,17.40505,16.84049,16.66693,16.59445,7.14E-05
STAR,18.65781,18.20128,18.14937,18.19329,18.35127,-0.000103309
STAR,17.07545,15.40911,14.80043,14.5595,14.47218,-9.31E-05
STAR,17.08435,16.15678,15.85398,15.74502,15.72153,0.000495646
GALAXY,19.19727,17.89067,17.26753,16.84382,16.5811,0.08209665
STAR,16.87715,15.96697,15.71049,15.6129,15.61269,0.000101891
STAR,19.25043,17.70196,17.06157,16.80924,16.68387,0.000115664
STAR,19.16445,18.18722,17.91986,17.81393,17.77751,3.63E-05
GALAXY,18.24384,17.17113,16.78591,16.59713,16.49457,0.02377901
STAR,18.7954,17.85898,17.55476,17.43887,17.45197,0.000566097
GALAXY,19.07873,17.75143,17.16846,16.85928,16.64563,0.08199313
QSO,19.16109,19.05081,18.79497,18.89933,18.9502,1.334154
STAR,19.22455,18.23415,17.94272,17.86338,17.84088,0.000706005
STAR,17.82581,16.57642,16.6525,16.73639,16.80212,5.37E-05
GALAXY,18.11188,17.05121,16.62062,16.36913,16.20795,0.05101951
GALAXY,19.2885,18.1181,17.49001,17.16448,16.97579,0.1097293
STAR,19.0891,18.14591,17.77624,17.61913,17.53745,0.000294871
GALAXY,19.35735,16.93398,15.43836,15.06011,14.90092,0.1127468
STAR,19.06461,17.89279,17.49386,17.35614,17.2987,0.000240714
STAR,19.58951,18.19185,17.66067,17.46815,17.37383,0.000141931
STAR,19.56933,18.6526,18.4511,18.37256,18.30464,0.000581201
STAR,19.37567,18.49182,18.24472,18.13328,18.08248,-0.000302069
STAR,18.8285,17.84087,17.54567,17.41444,17.4072,0.000205013
GALAXY,17.75305,15.87215,14.9942,14.59087,14.28695,0.05985913
STAR,19.19556,18.20469,17.93784,17.7862,17.81664,0.000166515
STAR,17.53683,16.70986,16.39093,16.26922,16.24099,0.000549216
STAR,17.65869,16.60163,16.14183,15.9381,15.86373,0.000377059
GALAXY,18.55885,16.56037,15.63728,15.21241,14.89492,0.07915194
GALAXY,19.43704,17.96398,17.3288,16.98487,16.76864,0.05961111
GALAXY,18.69212,16.85308,15.96914,15.54427,15.22833,0.07945877
GALAXY,19.20658,17.84545,17.14804,16.83129,16.59421,0.1011451
STAR,17.55289,16.27588,15.7663,15.54858,15.4466,0.000110072
STAR,17.64564,16.73809,16.4288,16.30732,16.28089,0.000186042
STAR,19.31073,17.73028,17.15447,16.92641,16.80567,0.000128181
STAR,19.10588,18.1331,17.85405,17.75531,17.7299,0.000582467
STAR,18.04043,16.27901,15.53664,15.22885,15.08662,0.000294402
STAR,18.98717,17.95912,17.54053,17.35731,17.262,0.000506
STAR,19.43703,18.03424,17.44459,17.1988,17.06443,-0.000179462
STAR,19.55424,17.49704,16.61187,16.29542,16.12412,2.27E-05
STAR,19.25187,17.87858,17.30203,17.06591,16.9795,7.33E-05
STAR,18.98172,17.57586,16.99594,16.76196,16.66615,0.000345385
STAR,19.07908,17.94386,18.1167,18.28671,18.49903,-0.000431139
STAR,19.47268,17.60541,16.88781,16.62139,16.48554,-3.38E-05
STAR,18.48617,17.12423,16.58033,16.36427,16.25047,-0.000333649
STAR,18.46162,17.43633,17.02447,16.85248,16.78634,0.000626597
STAR,18.78283,17.61239,17.1951,17.01823,16.94147,5.40E-05
GALAXY,19.13739,18.09288,17.6559,17.25584,17.12752,0.0819401
STAR,18.47465,16.95097,16.30568,16.01626,15.87718,-0.000420916
STAR,17.42912,16.54786,16.27862,16.16135,16.15586,-0.000338096
STAR,18.58714,17.24651,16.78835,16.6065,16.57112,1.25E-05
STAR,19.17746,16.89017,15.94286,15.54653,15.42793,-0.00013584
STAR,18.29784,17.19919,16.84716,16.71928,16.69258,-0.000107811
GALAXY,19.3054,17.58621,16.6919,16.24187,15.92978,0.07167047
STAR,18.56521,16.67804,15.89146,15.54304,15.37648,0.000158453
GALAXY,18.62878,17.40022,16.65147,16.22445,15.9278,0.1289281
QSO,19.41911,18.97051,18.89738,18.65042,18.70335,0.630255
STAR,17.27933,15.96898,15.42907,15.2247,15.10864,-4.71E-05
STAR,17.18411,15.80449,15.34758,15.19614,15.14936,-0.000160353
QSO,18.9712,18.88082,18.56583,18.39182,17.87395,0.2850968
QSO,19.59762,19.44909,19.26003,19.2368,19.40933,1.187794
GALAXY,18.84597,16.91509,16.04967,15.64319,15.29667,0.04864017
GALAXY,18.81573,17.59718,17.16123,16.86879,16.6672,0.04907144
GALAXY,19.47154,17.532,16.45073,16.00079,15.61405,0.1254262
STAR,17.78973,16.26226,15.61666,15.34601,15.19326,-9.07E-05
STAR,18.22679,17.30696,17.00163,16.87394,16.86108,4.94E-05
GALAXY,17.88878,16.50641,15.83017,15.42692,15.11751,0.04879876
GALAXY,18.22698,16.93889,16.37231,16.01235,15.74619,0.04870949
STAR,18.69375,18.71829,18.99122,19.2338,19.44541,0.000122067
STAR,17.87106,16.34436,15.73338,15.49693,15.37595,-5.84E-05
STAR,17.5046,16.44346,16.03426,15.88011,15.81018,-0.000494232
STAR,18.40924,17.30031,16.93843,16.81084,16.7766,3.18E-05
STAR,17.74138,16.74147,16.42789,16.31345,16.26821,0.000414205
STAR,17.28649,16.9213,16.43943,15.48455,14.85174,-0.000281615
STAR,15.79393,14.56863,14.23009,14.11009,14.09829,9.25E-05
STAR,19.01259,17.18291,16.44837,16.1853,16.0669,-5.14E-05
STAR,17.9064,16.87681,16.40043,16.18329,16.08755,4.33E-05
GALAXY,18.0076,16.10604,15.185,14.75431,14.43875,0.07668608
GALAXY,19.22669,17.37362,16.43575,16.00075,15.65406,0.07721677
STAR,19.29849,17.8211,17.18652,16.97121,16.90265,0.000142088
GALAXY,18.62405,17.73478,17.47587,17.26989,17.23052,0.04932304
STAR,19.3679,17.99302,17.41643,17.20358,17.07703,-8.51E-05
STAR,19.33467,18.19029,18.08643,18.10266,18.13388,-3.44E-05
STAR,17.91355,16.72465,16.21889,16.00961,15.89615,-0.000590226
GALAXY,18.17517,16.7994,16.15393,15.7919,15.50882,0.05463419
GALAXY,19.15839,17.98072,17.55079,17.28767,17.15694,0.05303294
GALAXY,19.05642,17.16596,16.23608,15.76746,15.39814,0.04824486
QSO,18.8176,18.4379,17.94547,17.52088,17.44295,0.1696882
GALAXY,19.3625,17.52642,16.71075,16.27534,15.95574,0.04903076
GALAXY,18.61503,17.52145,17.24899,17.05374,16.95476,0.04356531
GALAXY,18.36734,16.83051,16.19223,15.843,15.60653,0.05388061
GALAXY,19.15848,18.00612,17.52179,17.22569,17.04532,0.04335769
GALAXY,17.79119,15.96024,15.09341,14.64843,14.31681,0.05382339
GALAXY,18.69203,17.60727,17.09397,16.61407,16.49216,0.09113408
GALAXY,19.3056,18.11543,17.27961,16.87573,16.55245,0.1468625
GALAXY,18.02139,16.15993,15.73891,15.49675,15.42442,0.02388959
GALAXY,18.37611,17.15672,16.30552,15.86671,15.57025,0.1319281
QSO,17.6373,17.50481,17.35688,16.99001,17.15859,0.1731185
STAR,18.4801,17.48393,17.14433,17.01686,16.98919,0.000299516
GALAXY,18.16746,16.84846,16.2298,15.82586,15.54955,0.05352432
QSO,18.23252,18.14109,17.77946,17.66071,17.62996,1.372802
GALAXY,18.2647,16.85979,16.21399,15.8455,15.62684,0.04210113
STAR,18.21591,16.93285,16.79507,16.78629,16.8355,-0.000134272
GALAXY,19.18951,17.18931,16.19463,15.74153,15.35997,0.06170123
GALAXY,18.70545,17.1393,16.2616,15.7908,15.47817,0.07733773
GALAXY,16.23012,14.67918,13.96066,13.57093,13.23709,0.02414819
GALAXY,19.29505,18.0853,17.19796,16.72679,16.40608,0.1560497
QSO,18.79916,18.53447,17.63532,17.04827,16.77602,0.2152316
QSO,19.4505,19.51221,19.44019,19.10438,18.98475,1.817875
GALAXY,19.05092,17.71486,16.99573,16.56925,16.25315,0.07386148
GALAXY,19.37803,17.87407,16.93218,16.43826,16.0536,0.1183965
GALAXY,19.58802,17.79516,16.77943,16.2985,15.94636,0.1167837
STAR,19.44881,18.09053,18.16354,18.27184,18.2727,0.000134581
GALAXY,19.23226,17.74481,17.00006,16.56238,16.2852,0.05848505
GALAXY,18.61131,17.39661,16.82981,16.42213,16.18049,0.05573868
GALAXY,17.95032,16.55394,15.78342,15.33585,14.99424,0.05777124
GALAXY,19.19517,17.06991,15.99701,15.49089,15.07193,0.05834259
GALAXY,19.49844,18.54915,17.8753,17.57566,17.64944,0.1321409
GALAXY,19.5924,18.1522,17.38241,16.88036,16.52846,0.05862247
GALAXY,19.5792,17.58193,16.35915,15.76485,15.25926,0.1248653
GALAXY,18.03215,16.9934,16.41687,16.01284,15.76241,0.05750092
GALAXY,18.70173,17.16827,16.36426,15.90729,15.5581,0.05868592
GALAXY,19.12165,17.92816,17.18219,16.72976,16.4595,0.1289186
GALAXY,18.63516,16.7895,15.8911,15.37686,15.02526,0.08100747
GALAXY,17.4136,16.28186,16.0428,15.7877,15.05357,0.06101273
QSO,18.56614,18.33807,18.13469,18.08772,18.0079,1.188033
STAR,18.79798,17.43201,16.89351,16.67088,16.5531,9.17E-05
GALAXY,18.06942,16.6328,15.91424,15.47746,15.11731,0.05111897
STAR,16.31268,15.60035,15.83786,16.03955,16.18371,-0.000788093
GALAXY,19.08915,17.60376,16.85406,16.42696,16.13112,0.1112765
STAR,18.49135,17.24343,16.70319,16.45961,16.33624,0.000165022
GALAXY,19.39115,17.38546,16.62838,16.17506,15.90679,0.07212562
QSO,18.707,18.64053,18.52905,18.29859,18.1122,1.955301
GALAXY,19.57363,17.78085,16.77598,16.23286,15.82353,0.08779865
GALAXY,17.75035,16.0261,15.1387,14.68069,14.32342,0.0593444
GALAXY,18.22282,15.9311,14.74303,14.15989,13.69214,0.05972825
GALAXY,19.48372,17.9773,17.27134,16.87289,16.60576,0.05949812
GALAXY,19.59524,17.67892,16.73691,16.30513,15.92995,0.06071372
STAR,19.53219,18.39891,18.0162,17.77451,17.71969,7.40E-05
GALAXY,17.93534,16.66192,16.03994,15.65545,15.39904,0.05677012
QSO,19.04612,18.70521,18.2838,18.17873,18.11357,1.209849
STAR,18.95553,17.70786,17.73913,17.82772,17.88135,-5.14E-05
STAR,18.37592,17.16306,17.00724,16.98337,16.9757,-0.000475553
STAR,16.55685,16.70106,16.94504,17.06135,17.18145,3.22E-05
QSO,17.26298,17.05734,16.82287,16.54268,16.57585,0.2374082
QSO,19.53951,19.21982,19.0787,18.86483,18.45813,0.4155854
GALAXY,18.72752,17.0404,16.05794,15.58988,15.20252,0.07811995
STAR,18.42745,17.22171,16.71829,16.50607,16.39707,-0.000612231
GALAXY,19.13609,17.2247,16.18891,15.73335,15.34444,0.09345017
STAR,17.97833,17.89265,18.05959,18.17827,18.4006,3.33E-05
GALAXY,19.41949,18.10726,17.47618,17.13251,16.95683,0.06014679
GALAXY,19.26683,17.14182,16.09507,15.60514,15.22168,0.08552414
GALAXY,19.16621,17.7159,16.79408,16.35458,16.00154,0.1208174
GALAXY,18.09776,16.93142,16.49068,16.26505,16.37322,0.01726725
STAR,19.34737,18.18453,17.7181,17.52842,17.37867,-0.000242042
GALAXY,18.96508,17.48571,16.68866,16.21093,15.90809,0.09176008
STAR,17.47214,16.35198,15.94086,15.76576,15.70439,-0.000220572
GALAXY,18.45455,16.94073,16.1629,15.74588,15.41726,0.04977439
GALAXY,19.2093,17.28266,16.35978,15.95987,15.63836,0.07302662
STAR,18.38701,17.20912,17.09054,17.10442,17.12076,-0.000143799
STAR,18.27987,17.18587,16.75754,16.61252,16.5409,0.000307725
GALAXY,18.62934,16.4986,15.44847,14.94326,14.53822,0.07072996
GALAXY,18.68736,17.55889,17.10873,16.85324,16.7249,0.0718553
GALAXY,17.70695,16.31486,15.718,15.41039,15.24352,0.02424728
GALAXY,19.21385,17.14098,15.99594,15.509,15.10908,0.1213813
GALAXY,18.94335,17.86383,17.27342,16.90272,16.65774,0.09045754
QSO,19.38302,19.22918,18.96205,18.81437,18.8061,1.41001
STAR,16.76324,16.89975,17.28861,17.59133,17.85925,-0.000245221
GALAXY,18.68662,16.66134,15.67918,15.21116,14.86385,0.07370619
STAR,18.07529,16.81557,16.27098,16.02779,15.9137,-0.000249736
GALAXY,18.26517,17.08865,16.665,16.42711,16.28,0.03196613
STAR,19.17192,19.39944,19.80519,20.06937,20.37938,-0.000621562
GALAXY,19.42093,18.08068,17.37528,16.94139,16.65784,0.07421819
GALAXY,17.28409,15.81715,15.10655,14.78893,14.5135,0.02491173
STAR,18.71907,17.56114,17.31301,17.23112,17.22364,0.000183543
GALAXY,19.09967,17.78769,17.05525,16.6154,16.32607,0.087736
GALAXY,17.94162,16.50016,15.80118,15.35494,15.0892,0.07265304
GALAXY,18.95101,17.76988,17.09916,16.6884,16.44592,0.1185048
GALAXY,18.64376,17.52753,17.10521,16.87156,16.74996,0.02115763
STAR,17.37368,16.24491,15.74266,15.5401,15.41638,0.000503785
STAR,18.08301,17.01288,16.58607,16.39245,16.29694,0.000298846
STAR,18.25573,17.35073,17.07411,16.99281,16.93581,8.28E-05
STAR,19.55236,18.0797,17.47165,17.25418,17.11187,0.000660672
STAR,19.1383,18.28761,17.966,17.85325,17.85435,-0.000307941
STAR,19.41935,18.19058,18.30956,18.40514,18.45322,-0.000204172
STAR,19.34479,18.16109,17.69935,17.50266,17.37496,-0.000357249
STAR,17.26283,15.81265,15.14708,14.87943,14.71553,0.000988675
STAR,17.03705,16.04642,15.6545,15.51321,15.42417,0.00022855
STAR,18.21056,17.04343,16.67379,16.52677,16.44135,0.000245347
GALAXY,17.94415,16.39713,15.60753,15.20854,14.87881,0.06433231
STAR,18.75182,17.44838,16.93106,16.72196,16.58987,1.22E-05
QSO,18.49606,18.33545,18.32575,18.2421,17.8706,0.3957586
STAR,17.77654,16.8332,16.42784,16.26889,16.19429,0.000402202
STAR,17.55646,16.41855,16.0123,15.87859,15.8211,5.65E-06
STAR,15.64312,14.63566,14.40994,14.35015,14.33967,0.000886851
STAR,19.44953,18.32255,17.92862,17.75422,17.70119,0.000112091
QSO,19.3159,18.90492,18.81032,18.46701,18.21514,0.4925281
STAR,18.5463,17.41214,16.99977,16.84514,16.74826,-0.000173733
STAR,17.3507,16.10571,16.13367,16.16031,16.17935,0.000499144
STAR,18.41101,17.10926,16.64098,16.46396,16.38421,-5.53E-05
STAR,19.13228,17.77699,17.18725,16.93786,16.80109,0.000424086
GALAXY,19.22491,17.31014,16.42932,16.03455,15.69485,0.06759112
QSO,19.57486,19.33674,19.33569,19.10727,19.09794,1.66788
GALAXY,18.93554,17.92423,17.56031,17.28289,17.19491,0.06756891
GALAXY,17.95614,16.32131,15.63167,15.30281,15.07259,0.01178355
GALAXY,14.45856,13.08055,12.49245,12.20013,11.98045,0.002208026
GALAXY,18.82294,16.67711,15.73648,15.2623,14.98241,0.07353198
QSO,18.49259,18.36398,18.26008,18.0637,18.14782,1.510607
GALAXY,16.47911,14.6118,13.77615,13.37169,13.08353,0.0394443
STAR,18.973,18.036,17.74435,17.62491,17.61323,-0.000816347
GALAXY,19.40366,17.88881,17.18147,16.75882,16.49079,0.06712187
GALAXY,19.18801,18.11748,17.61195,17.25204,17.10386,0.1076974
STAR,19.50516,18.46887,18.09249,17.96503,17.92543,-0.000335314
GALAXY,18.48872,17.15252,16.79511,16.57984,16.50532,0.03931762
GALAXY,18.3244,16.9564,16.28382,15.91446,15.68753,0.07419025
GALAXY,19.00222,17.55335,16.91154,16.49841,16.2113,0.03956325
GALAXY,19.47426,18.65269,18.27437,17.98853,17.94786,0.148312
GALAXY,19.20733,17.30405,16.46103,16.05836,15.76366,0.0513935
GALAXY,18.74765,17.15057,16.42403,16.01816,15.70499,0.04822783
QSO,18.25891,18.1642,17.97219,18.0855,18.03407,1.034673
GALAXY,19.37557,17.9076,17.00215,16.56841,16.26298,0.1559169
GALAXY,18.50891,17.26101,16.60857,16.22242,15.9532,0.04821395
QSO,19.57661,18.9689,18.83382,18.89054,18.7576,2.343093
